,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
2115,Duckabush River,Olympic Peninsula,10.6,roundtrip,2300.0,1750.0,3.61,28,2019-06-18,396,https://www.wta.org/go-hiking/hikes/duckabush-river
2116,East Bank Baker Lake,North Cascades,9.0,roundtrip,500.0,1000.0,3.6,15,2019-06-22,258,https://www.wta.org/go-hiking/hikes/baker-lake
2117,Suiattle River Trail,North Cascades,13.8,roundtrip,900.0,2500.0,3.67,3,2019-06-01,198,https://www.wta.org/go-hiking/hikes/suiattle-river-trail
2118,West Fork Foss River and Lakes,Central Cascades,14.6,roundtrip,3300.0,4900.0,4.09,32,2019-06-30,451,https://www.wta.org/go-hiking/hikes/foss-lakes
2119,Rattlesnake Mountain,Snoqualmie Region,10.5,one-way,2520.0,3500.0,3.6,35,2019-06-26,479,https://www.wta.org/go-hiking/hikes/rattle-snake-mountain
2120,Salmo-Priest Loop,Eastern Washington,19.0,roundtrip,3400.0,6480.0,3.44,9,2019-06-30,34,https://www.wta.org/go-hiking/hikes/salmo-priest-loop
2121,Dingford Creek-Hester Lake,Snoqualmie Region,11.0,roundtrip,2600.0,3900.0,3.43,7,2019-06-13,86,https://www.wta.org/go-hiking/hikes/dingford-creek-hester-lake
2122,Lakes Trail,South Cascades,9.0,roundtrip,200.0,2700.0,3.42,12,2019-06-16,82,https://www.wta.org/go-hiking/hikes/lakes-trail-1
2123,South Fork Cascade River,North Cascades,9.0,roundtrip,1800.0,2000.0,2.25,4,2018-08-19,21,https://www.wta.org/go-hiking/hikes/south-fork-cascade-river
2124,Lily Lake,South Cascades,3.0,roundtrip,200.0,3600.0,2.38,8,2019-06-21,28,https://www.wta.org/go-hiking/hikes/clear-fork
2125,Lower South Fork Skokomish River,Olympic Peninsula,8.5,roundtrip,800.0,900.0,3.29,14,2019-07-02,203,https://www.wta.org/go-hiking/hikes/lower-south-fork-skokomish-river
2126,Tubal Cain Mine to Buckhorn Lake,Olympic Peninsula,12.0,roundtrip,2000.0,5200.0,3.93,14,2019-06-28,224,https://www.wta.org/go-hiking/hikes/tubal-cain-mine-and-buckhorn-lake
2127,Little Si,Snoqualmie Region,3.7,roundtrip,1300.0,1550.0,3.58,144,2019-06-30,889,https://www.wta.org/go-hiking/hikes/little-si
2128,Little River,Olympic Peninsula,16.0,roundtrip,,5600.0,2.67,6,2019-05-09,21,https://www.wta.org/go-hiking/hikes/little-river
2129,Lake of the Angels,Olympic Peninsula,7.0,roundtrip,3400.0,4950.0,4.5,22,2019-06-13,208,https://www.wta.org/go-hiking/hikes/lake-of-the-angels
2130,Alki Crest,Mount Rainier Area,,,,,2.5,2,2018-06-02,12,https://www.wta.org/go-hiking/hikes/alki-crest
2131,Albert Camp,North Cascades,8.6,roundtrip,2900.0,7700.0,1.6,5,2018-07-04,5,https://www.wta.org/go-hiking/hikes/albert-camp
2132,Aldrich Butte,Southwest Washington,3.6,roundtrip,1129.0,3400.0,0.0,0,2017-01-29,4,https://www.wta.org/go-hiking/hikes/aldrich-butte
2133,Alger Alp (South Route),Puget Sound and Islands,4.0,roundtrip,1000.0,1350.0,3.1,10,2019-04-20,77,https://www.wta.org/go-hiking/hikes/alger-alp-south-route
2134,Abernathy Pass via Cedar Creek,North Cascades,18.0,roundtrip,3400.0,6400.0,3.75,8,2018-06-24,10,https://www.wta.org/go-hiking/hikes/abernathy-pass
2135,Adventure Trail,Issaquah Alps,1.4,roundtrip,300.0,800.0,2.17,6,2019-04-14,43,https://www.wta.org/go-hiking/hikes/adventure
2136,Alki Trail,Puget Sound and Islands,4.4,one-way,,20.0,4.0,2,2019-01-15,3,https://www.wta.org/go-hiking/hikes/alki-trail
2137,Alta Mountain,Snoqualmie Region,12.0,roundtrip,3300.0,6151.0,4.65,17,2019-06-09,178,https://www.wta.org/go-hiking/hikes/alta-mountain
2138,Al Borlin Park,Puget Sound and Islands,1.2,trails,,,3.0,4,2019-01-27,8,https://www.wta.org/go-hiking/hikes/al-borlin-park
2139,Alta Lake State Park,North Cascades,2.0,roundtrip,,,0.0,0,2018-10-20,8,https://www.wta.org/go-hiking/hikes/alta-lake-state-park
2140,Amabilis Mountain Snowshoe,Snoqualmie Region,9.5,roundtrip,2100.0,4570.0,3.25,4,2019-06-30,108,https://www.wta.org/go-hiking/hikes/amabilis-mountain-snowshoe
2141,Douglas Fir,Snoqualmie Region,,,,,0.0,0,2019-06-30,19,https://www.wta.org/go-hiking/hikes/douglas-fir
2142,Roaring Creek,Snoqualmie Region,,,,,0.0,0,2019-06-02,13,https://www.wta.org/go-hiking/hikes/roaring-creek
2143,Badger Mountain Flats,Central Washington,0.6,roundtrip,30.0,240.0,0.0,0,,0,https://www.wta.org/go-outside/hikes/badger-mountain-flats
2144,Badger Mountain - Sagebrush Trail,Central Washington,1.8,roundtrip,500.0,1200.0,0.0,0,,0,https://www.wta.org/go-outside/hikes/badger-mountain-sagebrush-trail
2145,Badger Mountain - Skyline Trail,Central Washington,5.8,roundtrip,1100.0,1500.0,0.0,0,,0,https://www.wta.org/go-outside/hikes/badger-mountain-skyline-trail
2146,Ewok Trail,Snoqualmie Region,,,,,0.0,0,2019-07-01,1,https://www.wta.org/go-hiking/hikes/ewok-trail
2147,Liberty Lake Regional Park - Waterfall Loop,Eastern Washington,,,,,0.0,0,2019-04-21,1,https://www.wta.org/go-hiking/hikes/liberty-lake-falls-loop
2148,Snoqualmie Ridge Trail – Deep Creek Trail,Snoqualmie Region,7.62,roundtrip,500.0,840.0,0.0,0,,0,https://www.wta.org/go-outside/hikes/snoqualmie-ridge-trails-deep-creek-trail
2149,Crow Butte Park,Central Washington,,,,,3.0,4,2011-01-19,1,https://www.wta.org/go-hiking/hikes/crow-butte
2150,Barnaby Buttes,Eastern Washington,,,,,3.5,4,2018-09-14,7,https://www.wta.org/go-hiking/hikes/barnaby-buttes
2151,South Creek,North Cascades,,,,,2.67,3,2018-06-05,17,https://www.wta.org/go-hiking/hikes/south-creek
2152,North Tommy Trail,Central Cascades,,,,,2.33,3,2010-08-21,1,https://www.wta.org/go-hiking/hikes/north-tommy-ridge
2153,Pacific Crest Trail (PCT) - Government Meadows to Bogus Basin,Central Cascades,,,,,0.0,0,2019-04-19,2,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-i-government-meadows-to-bogus-basin
2154,Pacific Crest Trail (PCT)  - Bridge of the Gods to Rock Creek,Central Cascades,,,,,0.0,0,2018-07-07,1,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-h-bridge-of-the-gods-to-rock-creek
2155,Pacific Crest Trail (PCT) Panther Creek Campground to Rock Creek,Central Cascades,,,,,0.0,0,2018-07-15,1,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-h-panther-creek-campground-to-rock-creek
2156,Oakland Bay Historical Park,Olympic Peninsula,3.0,trails,,,0.0,0,2018-04-22,1,https://www.wta.org/go-hiking/hikes/oakland-bay-historical-park
2157,Riverside State Park - Trail 211,Eastern Washington,,,,,0.0,0,2019-05-27,3,https://www.wta.org/go-hiking/hikes/riverside-state-park-trail-211
2158,Riverside State Park - Trail 210,Eastern Washington,,,,,0.0,0,2019-03-27,4,https://www.wta.org/go-hiking/hikes/riverside-state-park-trail-210
2159,Water Flume Line Trail,Puget Sound and Islands,,,,,0.0,0,2017-04-05,1,https://www.wta.org/go-hiking/hikes/water-flume-line-trail
2160,Grisdale Hill,Olympic Peninsula,,,,,1.0,2,2008-12-07,1,https://www.wta.org/go-hiking/hikes/grisdale-hill
2161,The King,Mount Rainier Area,,,,7012.0,1.0,2,2008-12-03,1,https://www.wta.org/go-hiking/hikes/the-king
2162,South Mountain,Olympic Peninsula,,,,,3.0,2,2009-12-26,3,https://www.wta.org/go-hiking/hikes/south-mountian
2163,Grindstone Trail,Mount Rainier Area,,,,,4.0,4,2019-05-18,6,https://www.wta.org/go-hiking/hikes/grindstone-trail
2164,Tronsen Head,Central Cascades,,,,5980.0,3.0,3,,0,https://www.wta.org/go-hiking/hikes/tronsen-head-5980
2165,Rhododendron State Park,Puget Sound and Islands,,,,,2.5,4,2009-05-04,1,https://www.wta.org/go-hiking/hikes/rhododendron-state-park
2166,Cultus Mountain,Puget Sound and Islands,,,,,4.0,2,2017-10-15,3,https://www.wta.org/go-hiking/hikes/cultus-mountain-mt-vernon-area
2167,Loomis Mountain,North Cascades,,,,5598.0,4.0,2,2009-05-16,1,https://www.wta.org/go-hiking/hikes/loomis-mountain
2168,The Rockies,South Cascades,,,,,3.0,3,2016-08-30,2,https://www.wta.org/go-hiking/hikes/the-rockies
2169,Hancock's Comb,Snoqualmie Region,,,,,2.0,2,2008-11-16,1,https://www.wta.org/go-hiking/hikes/hancocks-comb
2170,Logger Butte,North Cascades,,,,,3.5,2,2009-05-09,1,https://www.wta.org/go-hiking/hikes/logger-butte
2171,Swift Creek (#244),South Cascades,4.8,roundtrip,1000.0,3500.0,2.33,3,2018-09-23,6,https://www.wta.org/go-hiking/hikes/swift-creek-244
2172,Earl Peak,Snoqualmie Region,7.5,roundtrip,3600.0,7036.0,3.0,7,2019-06-29,90,https://www.wta.org/go-hiking/hikes/earl-peak
2173,McAlester Trail,Central Cascades,,,,,2.25,4,2018-08-03,15,https://www.wta.org/go-hiking/hikes/mcalester-trail
2174,High Lakes Loop,Mount Rainier Area,2.5,roundtrip,515.0,,3.62,8,2018-10-18,17,https://www.wta.org/go-hiking/hikes/high-lakes-loop
2175,Scatter Peak,Snoqualmie Region,,,,7031.0,2.67,3,2015-05-09,4,https://www.wta.org/go-hiking/hikes/scatter-peak
2176,Tank Lakes,Central Cascades,23.0,roundtrip,4100.0,5804.0,2.25,4,2019-06-29,38,https://www.wta.org/go-hiking/hikes/tank-lakes
2177,Marble Pass,North Cascades,,,,,2.75,4,2013-07-24,5,https://www.wta.org/go-hiking/hikes/marble-pass
2178,Bears Breast,Central Cascades,,,,,3.33,3,2008-09-13,1,https://www.wta.org/go-hiking/hikes/bears-breast
2179,Inter Glacier,Mount Rainier Area,4.6,roundtrip,2920.0,7150.0,3.0,4,2019-06-04,7,https://www.wta.org/go-hiking/hikes/inter-glacier
2180,Bean Peak,Central Cascades,,,,6743.0,3.75,4,2019-06-29,58,https://www.wta.org/go-hiking/hikes/bean-peak
2181,Wing Lake,North Cascades,,,,,3.0,4,2019-07-03,42,https://www.wta.org/go-hiking/hikes/wing-lake
2182,Ptarmigan Ridge,Mount Rainier Area,,,,,2.5,4,2018-08-20,5,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge-1
2183,Flett Glacier,Mount Rainier Area,,,,,2.4,5,2018-08-12,5,https://www.wta.org/go-hiking/hikes/flett-glacier
2184,Hidden Lake,Mount Rainier Area,,,,,3.5,4,2018-09-29,24,https://www.wta.org/go-hiking/hikes/hidden-lake-2
2185,Green Park Lakes,Mount Rainier Area,,,,,2.5,4,2016-09-16,3,https://www.wta.org/go-hiking/hikes/green-park-lakes
2186,K9,Central Cascades,,,,6242.0,3.0,3,2019-03-18,4,https://www.wta.org/go-hiking/hikes/k9
2187,Narada Falls,Mount Rainier Area,0.2,roundtrip,,,3.75,8,2019-06-30,64,https://www.wta.org/go-hiking/hikes/narada-falls-loop
2188,Ice Box Peak,Central Cascades,,,,8112.0,3.5,4,2008-10-11,1,https://www.wta.org/go-hiking/hikes/icebox-peak
2189,Copper Point,North Cascades,,,,7840.0,2.67,3,2017-10-05,3,https://www.wta.org/go-hiking/hikes/copper-point
2190,Crow Lake Way,Mount Rainier Area,,,,,2.0,4,2018-12-14,36,https://www.wta.org/go-hiking/hikes/crow-lake-way
2191,Cow Creek Meadows,Central Cascades,,,,,4.0,5,2018-06-30,7,https://www.wta.org/go-hiking/hikes/cow-creek-meadows
2192,Cougar Divide,North Cascades,6.0,roundtrip,1300.0,5800.0,2.67,6,2018-08-12,17,https://www.wta.org/go-hiking/hikes/cougar-divide
2193,Coyote,Issaquah Alps,,,,,4.25,4,2018-11-29,29,https://www.wta.org/go-hiking/hikes/coyote
2194,Cow Canyon,South Cascades,,,,,5.0,3,,0,https://www.wta.org/go-hiking/hikes/cow-canyon
2195,Cub Creek,South Cascades,,,,,1.33,3,,0,https://www.wta.org/go-hiking/hikes/cub-creek
2196,Crystal Lake Snowshoe,North Cascades,13.5,roundtrip,2800.0,4485.0,2.0,2,2017-03-25,2,https://www.wta.org/go-hiking/hikes/crystal-lake-snowshoe
2197,Cramer Lake Snowshoe,South Cascades,9.0,roundtrip,800.0,5000.0,4.0,2,2012-11-12,1,https://www.wta.org/go-hiking/hikes/cramer-lake-snowshoe
2198,Crow Hill,North Cascades,4.0,roundtrip,950.0,7366.0,2.5,2,2019-06-29,9,https://www.wta.org/go-hiking/hikes/crow-hill
2199,Cox Valley,Olympic Peninsula,,,,,2.5,4,2004-06-19,1,https://www.wta.org/go-hiking/hikes/cox-valley
2200,Corral Creek,Snoqualmie Region,,,,,3.0,3,2012-10-10,3,https://www.wta.org/go-hiking/hikes/corral-creek
2201,Curry Gap,North Cascades,,,,,3.2,5,2018-08-08,17,https://www.wta.org/go-hiking/hikes/curry-gap
2202,Crossover,South Cascades,,,,,3.25,4,2008-09-09,42,https://www.wta.org/go-hiking/hikes/crossover
2203,Copper Ridge,North Cascades,,,,,3.67,6,2018-10-06,31,https://www.wta.org/go-hiking/hikes/copper-ridge
2204,Cougar Valley,Mount Rainier Area,,,,,2.4,5,2018-10-07,3,https://www.wta.org/go-hiking/hikes/cougar-valley
2205,Cougar Pass,Issaquah Alps,,,,,2.0,4,2019-06-09,53,https://www.wta.org/go-hiking/hikes/cougar-pass
2206,Dalles Nature,South Cascades,,,,,2.0,4,2011-08-06,1,https://www.wta.org/go-hiking/hikes/dalles-nature
2207,Crater Mountain,North Cascades,,,,,2.8,5,2018-09-26,27,https://www.wta.org/go-hiking/hikes/crater-mountain
2208,Corral Lake,North Cascades,,,,,4.0,4,2013-09-08,4,https://www.wta.org/go-hiking/hikes/corral-lake
2209,Dark Meadows,South Cascades,,,,,3.4,5,2015-07-04,14,https://www.wta.org/go-hiking/hikes/dark-meadows
2210,Crystal Mountain Loop,Mount Rainier Area,8.0,roundtrip,2450.0,6552.0,3.0,4,2019-06-22,52,https://www.wta.org/go-hiking/hikes/crystal-mountain
2211,Cougar Lakes,Mount Rainier Area,11.0,roundtrip,1700.0,5400.0,2.57,7,2019-06-22,32,https://www.wta.org/go-hiking/hikes/cougar-lake
2212,Copper Creek,North Cascades,,,,,3.75,4,2018-05-05,2,https://www.wta.org/go-hiking/hikes/copper-creek-1
2213,Cougar Ridge,Central Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/cougar-ridge
2214,Copper Lake,North Cascades,,,,,2.75,4,2018-08-05,23,https://www.wta.org/go-hiking/hikes/copper-lake
2215,Cortright Creek,South Cascades,,,,,3.0,4,2018-06-04,1,https://www.wta.org/go-hiking/hikes/cortright-creek
2216,Conrad Glacier,South Cascades,,,,,3.25,4,2018-07-01,2,https://www.wta.org/go-hiking/hikes/conrad-glacier
2217,Colockum Pass Road,Eastern Washington,,,,,1.75,4,2014-06-01,5,https://www.wta.org/go-hiking/hikes/colockum-pass-road
2218,Clearwater,South Cascades,,,,,1.8,5,2008-07-30,3,https://www.wta.org/go-hiking/hikes/clearwater
2219,China Creek,Issaquah Alps,,,,,3.4,5,2019-01-30,6,https://www.wta.org/go-hiking/hikes/china-creek
2220,Mount Spokane State Park - Trail 170,Eastern Washington,,,,,0.0,0,2018-07-21,1,https://www.wta.org/go-hiking/hikes/mount-spokane-trail-170
2221,Heather Meadows,North Cascades,,,,,3.2,5,2019-06-28,7,https://www.wta.org/go-hiking/hikes/heather-meadows
2222,Palouse to Cascades Trail - Lake Keechelus,Snoqualmie Region,,,,,0.0,0,2018-08-11,4,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-lake-keechelus
2223,Mount Spokane State Park - Lower Trail 140,Eastern Washington,,,,,0.0,0,2019-05-19,6,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-lower-trail-140
2224,Mount Spokane State Park - Trail 110,Eastern Washington,,,,,0.0,0,2019-06-22,4,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-110
2225,Cooper Lake Snowshoe,Snoqualmie Region,10.0,roundtrip,500.0,,0.0,0,2018-02-10,2,https://www.wta.org/go-hiking/hikes/cooper-lake-snowshoe
2226,Boulder Creek Trail,North Cascades,,,,,0.0,0,2018-05-15,6,https://www.wta.org/go-hiking/hikes/boulder-creek-trail
2227,Mount Spokane State Park - Day Mountain Road,Eastern Washington,,,,,0.0,0,2017-11-03,2,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-day-mountain-road
2228,Mount Spokane State Park - Trail 131,Eastern Washington,,,,,0.0,0,2019-03-15,7,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-trail-131
2229,Palouse to Cascades Trail - Easton,Snoqualmie Region,,,,,0.0,0,2018-05-11,7,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-easton
2230,Mount Si - Creekside Loop,Snoqualmie Region,,,,,0.0,0,2017-07-02,5,https://www.wta.org/go-hiking/hikes/mount-si-creekside-loop
2231,Yellow Banks,Olympic Peninsula,,,,,0.0,0,2019-06-23,10,https://www.wta.org/go-hiking/hikes/yellow-banks
2232,Yakima Area Arboretum and Botanical Garden,Central Washington,,,,,0.0,0,2018-06-08,3,https://www.wta.org/go-hiking/hikes/yakima-area-arboretum-and-botanical-garden
2233,Chetwoot Lake,Central Cascades,,,,,0.0,0,2018-08-04,5,https://www.wta.org/go-hiking/hikes/chetwoot-lake
2234,Scott Creek,Olympic Peninsula,,,,,0.0,0,2018-08-24,3,https://www.wta.org/go-hiking/hikes/scott-creek
2235,Pea Soup Lake,Central Cascades,,,,,5.0,2,2019-06-29,6,https://www.wta.org/go-hiking/hikes/pea-soup-lake
2236,Old Kettle Falls Trail,Eastern Washington,,,,,0.0,0,2015-10-03,1,https://www.wta.org/go-hiking/hikes/old-kettle-falls-trail
2237,Wildcat Mountain,North Cascades,,,,,0.0,0,2018-08-01,2,https://www.wta.org/go-hiking/hikes/wildcat-mountain
2238,Two Dollar Trail,Puget Sound and Islands,3.4,roundtrip,550.0,1100.0,5.0,1,2019-05-28,24,https://www.wta.org/go-hiking/hikes/two-dollar-trail
2239,Port Susan Nature Conservancy,Puget Sound and Islands,,,,,0.0,0,2015-08-12,1,https://www.wta.org/go-hiking/hikes/port-susan-nature-conservancy
2240,Camp Sekani Park,Central Cascades,,,,,0.0,0,2015-07-30,1,https://www.wta.org/go-hiking/hikes/camp-sekani-park
2241,John C. Shields Park (Minnehaha),Eastern Washington,,,,,0.0,0,2017-01-23,2,https://www.wta.org/go-hiking/hikes/john-c-shields-park-minnehaha
2242,Glacier Gap,North Cascades,,,,,0.0,0,2016-08-11,3,https://www.wta.org/go-hiking/hikes/glacier-gap
2243,Newton Creek-Elk Meadows Loop,Southwest Washington,,,,,0.0,0,2018-06-06,2,https://www.wta.org/go-hiking/hikes/newton-creek-elk-meadows-loop
2244,Tamanawas Falls,Southwest Washington,,,,,0.0,0,2018-09-06,2,https://www.wta.org/go-hiking/hikes/tamanawas-falls
2245,Thunder Basin,North Cascades,,,,,0.0,0,2015-05-30,2,https://www.wta.org/go-hiking/hikes/thunder-basin
2246,PCT - Stevens Pass to Pear Lake,Central Cascades,,,,,0.0,0,2018-10-14,8,https://www.wta.org/go-hiking/hikes/pct-stevens-pass-to-pear-lake
2247,Ladies Pass,Central Cascades,,,,,0.0,0,2019-06-29,12,https://www.wta.org/go-hiking/hikes/ladies-pass
2248,Pine Canyon,Central Washington,,,,,0.0,0,2016-10-01,2,https://www.wta.org/go-hiking/hikes/pine-canyon
2249,Herman Creek,Southwest Washington,,,,,0.0,0,2018-12-24,2,https://www.wta.org/go-hiking/hikes/herman-creek
2250,Mount St. Helens - Worm Flows Route,South Cascades,12.0,roundtrip,5699.0,8364.0,4.57,21,2019-06-15,334,https://www.wta.org/go-hiking/hikes/mount-st.-helens-worm-flows-route
2251,Liberty Ghost Town,Central Cascades,1.0,roundtrip,50.0,2682.0,0.0,0,2019-06-23,3,https://www.wta.org/go-hiking/hikes/liberty-ghost-town
2252,Jungle Hill Loop,Eastern Washington,15.4,roundtrip,3348.0,6565.0,3.6,5,2018-08-04,6,https://www.wta.org/go-hiking/hikes/jungle-hill-loop
2253,McLellan Conservation Area,Eastern Washington,,,,,0.0,0,2019-01-05,6,https://www.wta.org/go-hiking/hikes/mclellan-conservation-area
2254,Mount Spokane State Park - Trail 110,Eastern Washington,7.5,roundtrip,1750.0,5000.0,4.0,4,2018-06-26,16,https://www.wta.org/go-hiking/hikes/mount-spokane-trail-110
2255,Snoqualmie Mountain,Snoqualmie Region,3.8,roundtrip,3105.0,6278.0,4.62,8,2019-06-19,200,https://www.wta.org/go-hiking/hikes/mount-snoqualmie
2256,Mount Spokane State Park - Upper Trail 140,Eastern Washington,3.0,roundtrip,1341.0,5867.0,3.5,2,2018-12-22,13,https://www.wta.org/go-hiking/hikes/mount-spokane
2257,Mount Spokane State Park - Trail 100,Eastern Washington,7.0,roundtrip,650.0,4526.0,3.0,2,2019-06-22,23,https://www.wta.org/go-hiking/hikes/mount-spokane-trail-100
2258,Mount Spokane State Park - Hay Ridge Loop,Eastern Washington,7.0,roundtrip,,,0.0,0,2013-08-14,1,https://www.wta.org/go-hiking/hikes/mount-spokane-hay-ridge-loop
2259,Millersylvania State Park,Olympic Peninsula,6.0,roundtrip,105.0,395.0,3.75,16,2019-01-20,57,https://www.wta.org/go-hiking/hikes/millersylvania-state-park
2260,Moulton Falls,Southwest Washington,4.0,roundtrip,90.0,570.0,4.0,2,2019-06-11,38,https://www.wta.org/go-hiking/hikes/moulton-falls
2261,Mount Finlayson,Puget Sound and Islands,3.6,roundtrip,408.0,290.0,4.33,6,2019-05-26,15,https://www.wta.org/go-hiking/hikes/mount-finlayson
2262,Mink Lake,Olympic Peninsula,5.2,roundtrip,1450.0,3100.0,3.14,7,2019-06-30,17,https://www.wta.org/go-hiking/hikes/mink-lake
2263,Mount Lillian,Central Cascades,4.1,roundtrip,1100.0,6100.0,2.5,6,2018-08-10,40,https://www.wta.org/go-hiking/hikes/mount-lillian
2264,Mount Defiance,Snoqualmie Region,11.0,roundtrip,3584.0,5584.0,4.33,39,2019-06-30,513,https://www.wta.org/go-hiking/hikes/mount-defiance
2265,Mount Adams South Climb,South Cascades,12.0,roundtrip,6700.0,12276.0,4.71,17,2019-06-28,275,https://www.wta.org/go-hiking/hikes/mount-adams-south-climb
2266,Capitol State Forest - Mount Molly,Olympic Peninsula,3.0,roundtrip,908.0,1950.0,3.0,1,2019-06-30,11,https://www.wta.org/go-hiking/hikes/mount-molly
2267,Mount Fernow,Central Cascades,22.0,one-way,5900.0,9249.0,0.0,0,2014-10-04,5,https://www.wta.org/go-hiking/hikes/mount-fernow
2268,Mount Ann,North Cascades,10.5,roundtrip,4000.0,,0.0,0,2015-05-15,3,https://www.wta.org/go-hiking/hikes/mount-ann
2269,Mount Rose,Olympic Peninsula,6.4,roundtrip,3500.0,4301.0,3.62,26,2019-06-15,338,https://www.wta.org/go-hiking/hikes/mount-rose
2270,Miller Peninsula-Thompson Spit,Olympic Peninsula,5.0,roundtrip,360.0,360.0,2.82,11,2019-05-26,46,https://www.wta.org/go-hiking/hikes/miller-peninsula-thompson-spit
2271,Mitchell Peak,Southwest Washington,5.0,roundtrip,2100.0,4000.0,0.0,0,2013-10-08,4,https://www.wta.org/go-hiking/hikes/mitchell-peak
2272,Mount Beljica,Mount Rainier Area,4.0,roundtrip,1100.0,5478.0,4.3,10,2019-06-16,81,https://www.wta.org/go-hiking/hikes/mount-beljica
2273,Monument Creek,North Cascades,25.0,one-way,2900.0,7200.0,3.33,9,2018-09-27,24,https://www.wta.org/go-hiking/hikes/monument-creek
2274,Mirror Lakes,Mount Rainier Area,14.0,roundtrip,3900.0,5400.0,3.17,6,2018-11-12,13,https://www.wta.org/go-hiking/hikes/mirror-lakes
2275,Mima Falls,Olympic Peninsula,6.5,roundtrip,,650.0,3.63,19,2019-06-23,182,https://www.wta.org/go-hiking/hikes/mima-falls
2276,Mount Price,Snoqualmie Region,13.5,roundtrip,4500.0,5000.0,0.0,0,2016-08-27,3,https://www.wta.org/go-hiking/hikes/mount-price
2277,Monte Cristo,Southwest Washington,5.0,roundtrip,400.0,4177.0,4.5,4,2017-06-10,2,https://www.wta.org/go-hiking/hikes/monte-cristo
2278,Mount David,Central Cascades,14.0,roundtrip,5800.0,7420.0,3.71,7,2018-10-20,58,https://www.wta.org/go-hiking/hikes/mount-david
2279,Mirror and Cottonwood Lakes,Snoqualmie Region,2.2,roundtrip,870.0,4200.0,4.11,18,2019-07-02,242,https://www.wta.org/go-hiking/hikes/mirror-lake-1
2280,Harstine Island State Park,Olympic Peninsula,1.5,roundtrip,200.0,175.0,3.5,6,2018-08-11,10,https://www.wta.org/go-hiking/hikes/harstine-island-state-park
2281,Happy Creek,North Cascades,,,,,2.5,4,2018-08-20,3,https://www.wta.org/go-hiking/hikes/happy-creek
2282,Haystack,North Cascades,,,,,3.0,3,2017-04-09,2,https://www.wta.org/go-hiking/hikes/haystack
2283,Hardy Canyon,Central Washington,9.0,roundtrip,2500.0,,2.83,6,2018-10-22,19,https://www.wta.org/go-hiking/hikes/hardy-canyon
2284,Hardscrabble Creek,Snoqualmie Region,,,,,3.4,5,2019-06-20,16,https://www.wta.org/go-hiking/hikes/hardscrabble-creek
2285,Hatchery Creek,Central Cascades,13.0,roundtrip,4000.0,6700.0,2.2,5,2019-06-29,41,https://www.wta.org/go-hiking/hikes/hatchery-creek
2286,High Camp,South Cascades,,,,6900.0,3.2,5,2016-09-10,15,https://www.wta.org/go-hiking/hikes/high-camp
2287,Hayden Pass,Olympic Peninsula,,,,,4.25,4,2018-08-17,12,https://www.wta.org/go-hiking/hikes/hayden-pass
2288,Hoh Lake,Olympic Peninsula,,,,,3.6,5,2018-08-04,12,https://www.wta.org/go-hiking/hikes/hoh-lake
2289,Higley Peak,Olympic Peninsula,,,,,2.0,4,2012-05-19,2,https://www.wta.org/go-hiking/hikes/higley-peak
2290,Hidden Lakes,South Cascades,,,,,3.5,4,2004-08-12,1,https://www.wta.org/go-hiking/hikes/hidden-lakes-1
2291,High Divide,Olympic Peninsula,,,,,3.12,8,2019-06-30,75,https://www.wta.org/go-hiking/hikes/high-divide-1
2292,Hells Basin,North Cascades,,,,,4.25,4,,0,https://www.wta.org/go-hiking/hikes/hells-basin
2293,Hereford Meadows,South Cascades,,,,,3.5,4,,0,https://www.wta.org/go-hiking/hikes/hereford-meadows
2294,High Lakes Ramble,South Cascades,5.4,roundtrip,200.0,4329.0,3.0,6,2018-09-18,3,https://www.wta.org/go-hiking/hikes/high-lakes
2295,Heather Lake Snowshoe,North Cascades,4.6,roundtrip,1100.0,2440.0,3.5,8,2019-05-01,92,https://www.wta.org/go-hiking/hikes/heather-lake-snowshoe
2296,Hikers Trail,South Cascades,,,,,3.5,4,,0,https://www.wta.org/go-hiking/hikes/hikers-trail
2297,Hogsback Route,North Cascades,,,,,3.0,4,,0,https://www.wta.org/go-hiking/hikes/hogsback-route
2298,Henskin Lake,Mount Rainier Area,,,,,3.0,5,2019-06-15,26,https://www.wta.org/go-hiking/hikes/henskin-lake
2299,High Bridge,South Cascades,,,,,3.8,5,2018-11-18,4,https://www.wta.org/go-hiking/hikes/high-bridge
2300,High Pass,North Cascades,,,,,3.2,5,2018-07-28,38,https://www.wta.org/go-hiking/hikes/high-pass-1
2301,Hindoo,South Cascades,,,,,4.5,4,2016-07-04,2,https://www.wta.org/go-hiking/hikes/hindoo
