TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Upper South Fork Skokomish River,Olympic Peninsula,16.4,roundtrip,3700.0,4125.0,3.5,10,47.479417,-123.452083,2019-10-05,81,https://www.wta.org/go-hiking/hikes/upper-south-fork-skokomish-river
Valley Trail,South Cascades,,,,,3.75,4,,,2011-05-23,1,https://www.wta.org/go-hiking/hikes/valley-trail
Virginia,North Cascades,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/virginia
Vanson Peak,South Cascades,13.2,roundtrip,2600.0,4948.0,3.75,4,46.429383,-122.154817,2019-08-10,18,https://www.wta.org/go-hiking/hikes/vanson-peak
Wahpenayo Peak,Mount Rainier Area,,,,,3.6,5,46.746473,-121.7940139,2018-08-13,4,https://www.wta.org/go-hiking/hikes/wahpenayo-peak
Two Lakes,South Cascades,,,,,3.0,4,,,2018-09-01,4,https://www.wta.org/go-hiking/hikes/two-lakes
Waptus Pass,Snoqualmie Region,,,,,3.75,4,47.4841666667,-121.20293333300003,2019-07-01,43,https://www.wta.org/go-hiking/hikes/waptus-pass
Waptus Horse Ford,Snoqualmie Region,,,,,2.25,4,,,2018-07-14,11,https://www.wta.org/go-hiking/hikes/waptus-horse-ford
Vic Meadows,North Cascades,,,,,4.0,4,,,,0,https://www.wta.org/go-hiking/hikes/vic-meadows
Vanson Ridge,South Cascades,,,,,2.6,5,46.417568,-122.1723948,2019-08-06,8,https://www.wta.org/go-hiking/hikes/vanson-ridge
Wallula Habitat Management Unit,Central Washington,6.0,roundtrip,,,3.5,4,46.0677523014,-118.902711868,2013-02-02,1,https://www.wta.org/go-hiking/hikes/wallula-habitat-management-unit
Wenatchee,Eastern Washington,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/wenatchee
Upper Maynard Burn,Olympic Peninsula,,,,,3.8,5,,,,0,https://www.wta.org/go-hiking/hikes/upper-maynard-burn
Weeks Falls,Snoqualmie Region,,,,,3.2,5,,,2019-06-02,10,https://www.wta.org/go-hiking/hikes/weeks-falls
Wanlick Creek,North Cascades,,,,,3.0,3,,,,0,https://www.wta.org/go-hiking/hikes/wanlick-creek
Twisp River,North Cascades,,,,,2.6,5,,,2019-05-10,12,https://www.wta.org/go-hiking/hikes/twisp-river
Twin Peaks (Horse Lake Mountain),Central Washington,,,,,3.8,5,47.3899912,-120.4246594,2019-06-10,25,https://www.wta.org/go-hiking/hikes/twin-peaks-horse-lake-mountain
Tumac Mountain,South Cascades,,,,6340.0,3.4,5,,,2017-07-01,19,https://www.wta.org/go-hiking/hikes/tumac-mountain
Twin Peaks,South Cascades,,,,,4.0,4,47.382079094818344,-120.44328689575195,2017-04-15,3,https://www.wta.org/go-hiking/hikes/twin-peaks
Trout Lake,Central Cascades,11.5,roundtrip,2000.0,4800.0,3.25,8,47.6059,-120.917033333,2019-09-01,77,https://www.wta.org/go-hiking/hikes/trout-lake
Twin Firs Loop,Mount Rainier Area,0.5,roundtrip,50.0,2550.0,2.6,5,46.7343666667,-121.838783333,2019-08-11,17,https://www.wta.org/go-hiking/hikes/twin-firs-loop
Twin Lakes,Eastern Washington,2.0,roundtrip,325.0,2200.0,3.0,2,,,2017-06-23,5,https://www.wta.org/go-hiking/hikes/twin-lakes-3
Troublesome Creek Nature,Central Cascades,,,,,2.67,3,47.8982833333,-121.40145,2017-10-24,7,https://www.wta.org/go-hiking/hikes/troublesome-creek-nature
Crossover,South Cascades,,,,,3.25,4,,,2008-09-09,42,https://www.wta.org/go-hiking/hikes/crossover
Copper Ridge,North Cascades,,,,,3.67,6,48.927010865329,-121.6790771484375,2019-08-17,33,https://www.wta.org/go-hiking/hikes/copper-ridge
Cougar Valley,Mount Rainier Area,,,,,2.4,5,,,2019-10-06,4,https://www.wta.org/go-hiking/hikes/cougar-valley
Cougar Pass,Issaquah Alps,,,,,2.0,4,,,2019-08-11,54,https://www.wta.org/go-hiking/hikes/cougar-pass
Dalles Nature,South Cascades,,,,,2.0,4,,,2011-08-06,1,https://www.wta.org/go-hiking/hikes/dalles-nature
Cougar Mountain (Entiat),Central Cascades,10.0,roundtrip,1200.0,6700.0,2.83,6,47.844,-120.602533333,2017-06-23,8,https://www.wta.org/go-hiking/hikes/cougar-mountain
Crater Mountain,North Cascades,,,,,2.8,5,48.70793385325155,-120.97709342837334,2019-07-24,28,https://www.wta.org/go-hiking/hikes/crater-mountain
Corral Lake,North Cascades,,,,,4.0,4,,,2013-09-08,4,https://www.wta.org/go-hiking/hikes/corral-lake
Dark Meadows,South Cascades,,,,,3.4,5,46.644983333333336,-121.38113333333334,2015-07-04,14,https://www.wta.org/go-hiking/hikes/dark-meadows
Columbia National Wildlife Refuge  - Crab Creek,Central Washington,2.6,roundtrip,40.0,870.0,3.0,4,46.9495221842,-119.255738854,2019-04-27,27,https://www.wta.org/go-hiking/hikes/crab-creek-wildlife-area
Crystal Mountain Loop,Mount Rainier Area,8.0,roundtrip,2450.0,6552.0,3.0,4,46.9366166667,-121.47646666700001,2019-08-22,56,https://www.wta.org/go-hiking/hikes/crystal-mountain
Cougar Lakes,Mount Rainier Area,11.0,roundtrip,1700.0,5400.0,2.57,7,46.8306,-121.37706666700001,2019-08-30,35,https://www.wta.org/go-hiking/hikes/cougar-lake
Cougar Ridge,Central Cascades,,,,,3.25,4,,,,0,https://www.wta.org/go-hiking/hikes/cougar-ridge
Copper Lake,North Cascades,,,,,2.75,4,,,2018-08-05,23,https://www.wta.org/go-hiking/hikes/copper-lake
Cortright Creek,South Cascades,,,,,3.0,4,46.69573333333334,-121.48076666666667,2018-06-04,1,https://www.wta.org/go-hiking/hikes/cortright-creek
Curly Creek Falls,Southwest Washington,0.4,roundtrip,,1285.0,3.6,5,46.0602852108,-121.970664148,2019-07-23,15,https://www.wta.org/go-hiking/hikes/curly-creek-falls
Conrad Glacier,South Cascades,,,,,3.25,4,,,2018-07-01,2,https://www.wta.org/go-hiking/hikes/conrad-glacier
Colockum Pass Road,Eastern Washington,,,,,1.75,4,,,2014-06-01,5,https://www.wta.org/go-hiking/hikes/colockum-pass-road
Clearwater,South Cascades,,,,,1.8,5,,,2008-07-30,3,https://www.wta.org/go-hiking/hikes/clearwater
China Creek,Issaquah Alps,,,,,3.4,5,,,2019-01-30,6,https://www.wta.org/go-hiking/hikes/china-creek
Chikamin Tie ORV,Central Cascades,,,,,3.5,4,,,2019-07-04,4,https://www.wta.org/go-hiking/hikes/chikamin-tie-orv
Chiwaukum Creek Snowshoe,Central Cascades,10.4,roundtrip,1200.0,3200.0,1.5,2,47.6892354,-120.7388158,2017-04-01,4,https://www.wta.org/go-hiking/hikes/chiwaukum-creek-snowshoe
Chuchuwanteen Lake,North Cascades,,,,,3.0,4,,,,0,https://www.wta.org/go-hiking/hikes/chuchuwanteen-lake
Chikamin Creek ORV,Central Cascades,,,,,3.25,4,,,2012-08-06,2,https://www.wta.org/go-hiking/hikes/chikamin-creek-orv
Cool Creek,Central Cascades,,,,,3.0,4,,,2006-07-27,1,https://www.wta.org/go-hiking/hikes/cool-creek
Clark Mountain,Snoqualmie Region,,,,,3.25,4,,,2017-07-01,2,https://www.wta.org/go-hiking/hikes/clark-mountain
Constance Pass,Olympic Peninsula,7.8,roundtrip,3668.0,5850.0,4.4,5,47.7417964,-123.05303420000001,2018-08-30,33,https://www.wta.org/go-hiking/hikes/constance-pass
Chopaka Mountain,North Cascades,,,,,3.25,4,48.94017214676594,-119.79391252622008,2018-06-17,6,https://www.wta.org/go-hiking/hikes/chopaka-mountain
Cooper River Snowshoe,Snoqualmie Region,8.0,roundtrip,400.0,2900.0,2.67,3,47.4041674,-121.0989234,2019-03-09,17,https://www.wta.org/go-hiking/hikes/cooper-river-snowshoe
Chiwawa River,Central Cascades,,,,,3.25,4,48.10475,-120.83188333300001,2019-07-01,17,https://www.wta.org/go-hiking/hikes/chiwawa-river
Stiletto Vista,North Cascades,,,,,3.5,4,,,2012-08-12,2,https://www.wta.org/go-hiking/hikes/stiletto-vista
Stevens Pass Nordic Center,Central Cascades,4.0,trails,,,1.0,2,47.7727045666,-121.01427555099997,2018-01-27,9,https://www.wta.org/go-hiking/hikes/stevens-pass-nordic-center
Spokane Gulch,North Cascades,2.5,one-way,,,5.0,1,48.597188277139324,-120.40034875227218,2019-11-11,12,https://www.wta.org/go-hiking/hikes/spokane-gulch
Stegosaurus Butte,Snoqualmie Region,2.2,roundtrip,1040.0,2160.0,3.33,6,47.5474941,-121.54096129999999,2019-10-30,52,https://www.wta.org/go-hiking/hikes/stegosaurus-butte
Stagman Ridge - The Bumper,South Cascades,9.0,roundtrip,1700.0,5900.0,4.29,7,46.1404666667,-121.59773333300001,2019-09-03,16,https://www.wta.org/go-hiking/hikes/stagman-ridge
Star Peak,North Cascades,,,,8690.0,0.0,0,48.2872183,-120.32826009999997,2017-09-30,7,https://www.wta.org/go-hiking/hikes/star-peak
Squires Lake Park,Puget Sound and Islands,2.0,roundtrip,200.0,680.0,3.2,5,48.6458683241,-122.354178429,2019-06-30,60,https://www.wta.org/go-hiking/hikes/squires-lake
Indian Island County Park,Olympic Peninsula,3.0,roundtrip,70.0,50.0,2.88,8,48.031867,-122.72913299999999,2019-04-07,20,https://www.wta.org/go-hiking/hikes/south-indian-island
May Valley Trail,Issaquah Alps,6.0,roundtrip,,,2.8,5,47.4807265516,-122.055444717,2019-10-20,96,https://www.wta.org/go-hiking/hikes/squak-mountain-may-valley-trail
Spoon Creek Falls,Olympic Peninsula,0.8,roundtrip,200.0,1000.0,3.2,5,47.3537833333,-123.5652,2019-06-19,16,https://www.wta.org/go-hiking/hikes/spoon-creek-falls
South Tiger Traverse,Issaquah Alps,3.4,roundtrip,,,3.8,5,47.4433974576,-121.97604847,2019-06-11,43,https://www.wta.org/go-hiking/hikes/south-tiger-traverse
Stehekin River Trail,Central Cascades,7.6,roundtrip,100.0,1200.0,4.0,4,48.34533226449524,-120.72125595062971,2019-07-21,2,https://www.wta.org/go-hiking/hikes/stehekin-river-trail
South Whidbey State Park,Puget Sound and Islands,3.5,trails,200.0,400.0,3.83,6,48.056137982,-122.590814373,2019-08-21,27,https://www.wta.org/go-hiking/hikes/south-whidbey-state-park
Strawberry Mountain,Eastern Washington,3.0,roundtrip,890.0,,2.0,3,48.8526259,-119.0491283,2016-06-23,3,https://www.wta.org/go-hiking/hikes/strawberry
Stetattle Creek,North Cascades,6.0,roundtrip,1100.0,,3.67,6,48.7171225466,-121.149989963,2019-10-15,30,https://www.wta.org/go-hiking/hikes/stetattle-creek
Speed,Southwest Washington,2.0,roundtrip,800.0,1900.0,3.5,4,46.102076,-121.90650700000003,2000-05-07,2,https://www.wta.org/go-hiking/hikes/speed
Sleeping Beauty Peak,South Cascades,2.6,roundtrip,1400.0,4900.0,4.5,8,46.08515,-121.65758333299999,2019-09-02,26,https://www.wta.org/go-hiking/hikes/sleeping-beauty-peak
Skyline Lake,Central Cascades,2.5,roundtrip,1050.0,5100.0,3.0,8,47.7472666667,-121.08846666700003,2019-10-29,54,https://www.wta.org/go-hiking/hikes/skyline-lake
Soda Peaks Lake,Southwest Washington,9.76,roundtrip,2874.0,3700.0,3.5,6,45.8845666667,-122.00013333300001,2019-11-08,37,https://www.wta.org/go-hiking/hikes/soda-peaks-lake
South Fork Silver Creek Trail to Gunsight Pass,Eastern Washington,14.0,roundtrip,2370.0,5600.0,3.33,3,48.9114831342,-117.50097227100002,2018-07-13,2,https://www.wta.org/go-hiking/hikes/south-fork-silver-creek-trail-123
Silver Star Mountain,Southwest Washington,4.0,roundtrip,1000.0,4390.0,4.23,13,45.7681833333,-122.24283333300002,2019-06-24,73,https://www.wta.org/go-hiking/hikes/silver-star-mountain
Slavin Pond Loop,Eastern Washington,3.3,roundtrip,246.0,2341.0,3.33,3,47.5325917,-117.42152440000001,2019-10-29,15,https://www.wta.org/go-hiking/hikes/slavin-conservation-area-loop
Snipes Mountain - Pine Way,South Cascades,5.0,roundtrip,500.0,4800.0,3.0,4,46.1028833333,-121.434616667,,0,https://www.wta.org/go-hiking/hikes/snipes-mountain
Snow Lake - Winter,Snoqualmie Region,10.0,roundtrip,2000.0,5100.0,4.25,4,47.4453502,-121.4234934,2019-11-16,96,https://www.wta.org/go-hiking/hikes/snow-lake-snowshoe
Smooth Ridge,Eastern Washington,9.4,roundtrip,2540.0,6529.0,3.4,5,46.1129150134,-117.74554822599998,2019-06-10,10,https://www.wta.org/go-hiking/hikes/smooth-ridge
Similkameen Trail,Eastern Washington,4.0,roundtrip,40.0,940.0,5.0,1,48.947500334853494,-119.4593345924427,2019-11-09,9,https://www.wta.org/go-hiking/hikes/similkameen-trail
Source Lake - Winter Route,Snoqualmie Region,5.0,roundtrip,1000.0,4100.0,3.4,5,47.4453502,-121.4234934,2019-03-16,73,https://www.wta.org/go-hiking/hikes/source-lake-snowshoe
South Coldwater Trail,South Cascades,7.0,roundtrip,1400.0,4000.0,3.56,9,46.286301304,-122.24680423699999,2019-11-02,104,https://www.wta.org/go-hiking/hikes/south-coldwater-trail
Columbia Plateau Trail - Snake River,Central Washington,6.0,roundtrip,150.0,750.0,4.2,10,46.3904962153,-118.68039965600002,2018-11-11,5,https://www.wta.org/go-hiking/hikes/snake-river-columbia-plateau-trail
North Centennial Trail (Snohomish),Puget Sound and Islands,4.0,one-way,50.0,171.0,2.8,5,48.16682851736671,-122.10485935280502,2019-05-06,19,https://www.wta.org/go-hiking/hikes/snohomish-centennial
Windy Creek,Eastern Washington,,,,,3.0,4,,,2015-09-07,1,https://www.wta.org/go-hiking/hikes/windy-creek
Whitehorse Mountain,North Cascades,,,,,3.25,4,,,2019-05-18,14,https://www.wta.org/go-hiking/hikes/whitehorse-mountain
Hanford Reach - North,Central Washington,7.0,roundtrip,500.0,725.0,3.85,13,46.677167,-119.44455,2019-06-22,67,https://www.wta.org/go-hiking/hikes/white-bluffs-north
West Point,Snoqualmie Region,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/west-point
Whistler Basin,North Cascades,,,,,3.25,4,,,2016-08-26,4,https://www.wta.org/go-hiking/hikes/whistler-basin
Whatcom Pass,North Cascades,,,,,2.8,5,48.87501286805908,-121.36172622442245,2019-08-31,19,https://www.wta.org/go-hiking/hikes/whatcom-pass
Whistler (Slide Chute),North Cascades,,,,,2.5,4,,,2013-09-18,5,https://www.wta.org/go-hiking/hikes/whistler-slide-chute
White River Snowshoe,Mount Rainier Area,4.0,roundtrip,400.0,3200.0,2.5,2,46.9021,-121.64369999999997,2019-02-18,10,https://www.wta.org/go-hiking/hikes/white-river-snowshoe
White River,South Cascades,,,,,3.75,4,,,2016-08-23,16,https://www.wta.org/go-hiking/hikes/white-river-1
White Lakes,North Cascades,,,,,3.75,4,,,,0,https://www.wta.org/go-hiking/hikes/white-lakes
Whistling Pig Meadow,Central Cascades,11.4,roundtrip,1300.0,5650.0,1.75,4,47.844,-120.602533333,2016-07-06,3,https://www.wta.org/go-hiking/hikes/whistling-pig-meadow
West Bank,North Cascades,,,,,2.5,4,,,2015-05-31,1,https://www.wta.org/go-hiking/hikes/west-bank
Wenatchee Ridge Snowshoe (Lake Wenatchee Area),Central Cascades,11.0,roundtrip,2000.0,4000.0,3.0,2,47.8507855,-120.9339069,2019-02-07,8,https://www.wta.org/go-hiking/hikes/wenatchee-ridge-snowshoe
Whiskey Bend to Low Divide,Olympic Peninsula,,,,,2.5,6,47.964333992,-123.58442690200002,2019-08-26,23,https://www.wta.org/go-hiking/hikes/whiskey-bend-to-low-divide
Wonderland Trail - White River to Sunrise,Mount Rainier Area,6.0,roundtrip,2100.0,6400.0,2.6,5,46.90215,-121.64368333300001,2019-10-27,24,https://www.wta.org/go-hiking/hikes/white-river-to-sunrise
Wilson Creek,Central Washington,2.0,roundtrip,100.0,2100.0,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/wilson-creek-1
Willaby Creek,Olympic Peninsula,,,,,3.4,5,47.4670312,-123.8454552,2017-06-19,5,https://www.wta.org/go-hiking/hikes/willaby-creek
Winchester Wasteway,Central Washington,,,,,3.4,5,,,2010-04-11,1,https://www.wta.org/go-hiking/hikes/winchester-wasteway
Wildside Connector,Issaquah Alps,,,,,2.75,4,,,2019-05-19,9,https://www.wta.org/go-hiking/hikes/wildside-connector
Willow Creek,North Cascades,,,,,3.25,4,,,2019-05-06,1,https://www.wta.org/go-hiking/hikes/willow-creek
Willapa National Wildlife Refuge - Bear River,Southwest Washington,3.5,roundtrip,,10.0,4.0,4,46.376816797387676,-123.96509807556868,2011-12-02,2,https://www.wta.org/go-hiking/hikes/willapa-national-wildlife-refuge-bear-river
Uno Peak,Central Cascades,,,,,3.33,3,,,,0,https://www.wta.org/go-hiking/hikes/uno-peak
Upper Big Creek,South Cascades,,,,,3.75,4,46.73604,-121.97031099999998,2019-05-27,8,https://www.wta.org/go-hiking/hikes/upper-big-creek
Tyee Ridge,Central Cascades,,,,,3.5,4,,,2018-06-29,1,https://www.wta.org/go-hiking/hikes/tyee-ridge
Upper Duckabush,Olympic Peninsula,,,,,3.25,4,47.6845,-123.05950000000001,2019-08-03,30,https://www.wta.org/go-hiking/hikes/upper-duckabush
Two Little Lakes,Central Cascades,,,,,1.33,3,,,,0,https://www.wta.org/go-hiking/hikes/two-little-lakes
Upper Lake Creek,South Cascades,,,,,3.67,3,,,2019-07-28,15,https://www.wta.org/go-hiking/hikes/upper-lake-creek
Upper Icicle Creek,Central Cascades,10.0,roundtrip,400.0,3200.0,3.25,4,47.6124666667,-120.949916667,2019-07-18,60,https://www.wta.org/go-hiking/hikes/upper-icicle-creek
Wahluke Lake,Central Washington,4.0,roundtrip,,,3.0,4,,,2010-04-30,1,https://www.wta.org/go-hiking/hikes/wahluke-lake
Verlot Nature,North Cascades,,,,,3.0,4,,,2018-02-24,2,https://www.wta.org/go-hiking/hikes/verlot-nature
Railroad Bridge Park,Olympic Peninsula,,,,,3.0,4,48.08533207616851,-123.14683985895954,2019-05-11,9,https://www.wta.org/go-hiking/hikes/railroad-bridge-park
Port of Skagit Trails,Puget Sound and Islands,10.0,trails,,,4.0,1,48.457496743838085,-122.4135947227478,2019-06-29,5,https://www.wta.org/go-hiking/hikes/port-of-skagit-nature-trails
Roslyn Urban Forest,Snoqualmie Region,12.0,roundtrip,1258.0,3486.0,0.0,0,47.2227742626,-120.990843773,2019-10-06,14,https://www.wta.org/go-hiking/hikes/roslyn-urban-forest
Point Robinson Park,Puget Sound and Islands,0.5,roundtrip,100.0,,4.0,3,47.3881546,-122.37429129999998,2019-08-31,12,https://www.wta.org/go-hiking/hikes/point-robinson-park
Olallie Mountain Snowshoe,Snoqualmie Region,,,,,0.0,0,47.42646139559763,-121.41557693447464,2016-02-28,2,https://www.wta.org/go-hiking/hikes/olallie-mountain-snowshoe
Palouse to Cascades Trail - Revere,Eastern Washington,,,,,0.0,0,,,2018-04-23,1,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-revere
Nisqually Vista Loop,Mount Rainier Area,1.1,roundtrip,200.0,5400.0,3.43,7,46.7848,-121.74144999999999,2019-09-22,62,https://www.wta.org/go-hiking/hikes/nisqually-vista-loop
Pacific Northwest Trail - Pasayten Traverse,North Cascades,119.0,one-way,21071.0,7490.0,0.0,0,48.9402,-119.79390000000001,2019-07-12,1,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail-pasayten-traverse
Rainbow Falls Mist Trail,Central Cascades,0.25,roundtrip,30.0,1200.0,0.0,0,48.3422126637,-120.70126376999997,2019-08-08,7,https://www.wta.org/go-hiking/hikes/rainbow-falls-mist-trail
Newhalem Creek,North Cascades,9.0,roundtrip,800.0,2000.0,5.0,2,48.661319239143694,-121.25198364223832,2019-10-15,17,https://www.wta.org/go-hiking/hikes/newhalem-creek-1
Roughhouse Mountain,Central Cascades,,,,4760.0,0.0,0,47.35601,-120.67440999999997,2017-04-30,1,https://www.wta.org/go-hiking/hikes/roughhouse-mountain
Nursery Peak,Snoqualmie Region,,,6967.0,,0.0,0,,,2016-05-30,2,https://www.wta.org/go-hiking/hikes/nursery-peak
Old Stagecoach Trail to Copper Butte,Eastern Washington,6.0,roundtrip,1640.0,,0.0,0,48.7027165568,-118.466502875,2019-10-14,5,https://www.wta.org/go-hiking/hikes/old-stagecoach-trail-to-copper-butte
Packer's Trail,Eastern Washington,5.5,one-way,2600.0,4800.0,0.0,0,46.02233135,-117.54658159999997,2016-06-11,1,https://www.wta.org/go-hiking/hikes/packers-trail
Rennie Peak,North Cascades,15.0,roundtrip,4500.0,,4.0,1,,,2014-09-07,1,https://www.wta.org/go-hiking/hikes/rennie-peak
Oakes Peak Snowshoe,North Cascades,18.0,roundtrip,5000.0,4400.0,4.0,1,48.588985211490105,-121.39120101894719,2018-03-31,7,https://www.wta.org/go-hiking/hikes/oakes-peak
Rocky Creek,North Cascades,3.4,roundtrip,4000.0,4300.0,5.0,1,48.50582246504463,-121.49670803162735,2019-10-11,24,https://www.wta.org/go-hiking/hikes/rocky-creek
Red Mountain,Snoqualmie Region,12.6,roundtrip,3900.0,5722.0,0.0,0,,,2019-11-09,8,https://www.wta.org/go-hiking/hikes/red-mountain-3
Palisades Park,Eastern Washington,7.0,roundtrip,500.0,2200.0,0.0,0,47.667151235453424,-117.48764678835869,2019-06-07,9,https://www.wta.org/go-hiking/hikes/palisades-park
Primus Peak,North Cascades,19.0,roundtrip,7300.0,8508.0,0.0,0,48.582076,-121.091228,2018-05-25,2,https://www.wta.org/go-hiking/hikes/primus-peak
Old Timers' Horse Trail,Eastern Washington,,,800.0,2600.0,0.0,0,48.471124,-117.601336,2017-07-15,1,https://www.wta.org/go-hiking/hikes/old-timers-horse-trail
Peterson Lake Natural Area,Puget Sound and Islands,2.0,roundtrip,,,0.0,0,47.43743501759739,-122.0836830135762,2018-01-28,1,https://www.wta.org/go-hiking/hikes/peterson-lake-natural-area
Rain Shadow Loop,Olympic Peninsula,0.5,roundtrip,170.0,6007.0,4.25,4,47.9546395147,-123.25943469999999,2019-10-06,16,https://www.wta.org/go-hiking/hikes/rain-shadow-loop
Rooster Comb,Central Washington,,,,,0.0,0,,,2018-11-23,2,https://www.wta.org/go-hiking/hikes/rooster-comb
Packers Trail - Mount Misery Loop,Eastern Washington,45.0,roundtrip,9234.0,6387.0,0.0,0,,,2018-06-01,1,https://www.wta.org/go-hiking/hikes/packers-trail-mount-misery-loop
Revere Wildlife Area,Eastern Washington,,,,,0.0,0,47.085928344894626,-117.9191265550154,2018-04-23,2,https://www.wta.org/go-hiking/hikes/revere-wildlife-area
Red Mountain Lookout,North Cascades,2.0,roundtrip,700.0,2800.0,3.0,1,48.0584094456,-121.28783941300003,2019-11-03,7,https://www.wta.org/go-hiking/hikes/red-mountain-lookout-1
Marsupial Peak,North Cascades,,,,7917.0,0.0,0,,,2017-08-19,1,https://www.wta.org/go-hiking/hikes/marsupial-peak
Martin Peak,North Cascades,,,,8375.0,0.0,0,48.1885,-120.35090000000002,2017-10-07,1,https://www.wta.org/go-hiking/hikes/martin-peak
Melton Creek Trail,Eastern Washington,9.7,one-way,3800.0,6200.0,0.0,0,46.11915828,-117.5367367,2017-06-16,4,https://www.wta.org/go-hiking/hikes/melton-creek-trail
Red Town Meadow &amp; Trails,Issaquah Alps,1.5,roundtrip,150.0,800.0,3.17,6,47.5348333333,-122.1288,2019-09-16,118,https://www.wta.org/go-hiking/hikes/redtown-meadow
Marshall's Hill,Issaquah Alps,2.4,roundtrip,,1005.0,3.4,5,,,2019-05-19,47,https://www.wta.org/go-hiking/hikes/marshalls-hill
Sky Country,Issaquah Alps,0.8,roundtrip,,,2.5,4,47.5311137,-122.11408369999998,2019-02-03,17,https://www.wta.org/go-hiking/hikes/sky-country
Coal Creek Trail,Issaquah Alps,6.0,roundtrip,550.0,600.0,3.25,24,47.5541912,-122.1665777,2019-10-18,185,https://www.wta.org/go-hiking/hikes/coal-creek
Coal Creek Falls,Issaquah Alps,2.5,roundtrip,416.0,1066.0,3.3,47,47.5348333333,-122.12880000000001,2019-10-18,285,https://www.wta.org/go-hiking/hikes/coal-creek-falls
CCC Road: Upper Trailhead,Snoqualmie Region,6.8,roundtrip,400.0,1450.0,3.0,4,47.53725,-121.57749999999999,2019-10-31,59,https://www.wta.org/go-hiking/hikes/ccc-road-upper-trailhead
CCC Road: Blowout Creek Trailhead,Snoqualmie Region,7.0,roundtrip,620.0,1520.0,2.33,6,47.5158833333,-121.61341666700002,2019-11-02,79,https://www.wta.org/go-hiking/hikes/ccc-road-blowout-creek-trailhead
CCC Road: Lower Trailhead,Snoqualmie Region,8.0,roundtrip,550.0,1650.0,4.0,3,47.4861666667,-121.70119999999997,2019-08-15,27,https://www.wta.org/go-hiking/hikes/ccc-road-lower-trailhead
Wildside Trail-De Leo Wall,Issaquah Alps,4.2,roundtrip,489.0,1122.0,2.78,18,47.5348333333,-122.12880000000001,2019-11-01,152,https://www.wta.org/go-hiking/hikes/wildside-trail-de-leo-wall
Moore Point,Central Cascades,,,,,3.75,4,48.23545675776736,-120.6157629553012,,0,https://www.wta.org/go-hiking/hikes/moore-point
Griff Creek,Olympic Peninsula,5.6,roundtrip,2800.0,3200.0,4.0,6,48.016567,-123.59011700000002,2019-09-02,15,https://www.wta.org/go-hiking/hikes/griff-creek
Ned Hill,Olympic Peninsula,2.2,roundtrip,900.0,3469.0,1.83,6,47.968017,-123.187717,2018-11-11,16,https://www.wta.org/go-hiking/hikes/ned-hill
Chiwaukum Creek,Central Cascades,12.0,roundtrip,1550.0,3350.0,2.0,8,47.6889333333,-120.740816667,2019-10-12,140,https://www.wta.org/go-hiking/hikes/chiwaukum-creek
Little Wenatchee River,Central Cascades,3.0,roundtrip,250.0,2500.0,3.12,8,47.918,-121.08769999999998,2019-09-20,80,https://www.wta.org/go-hiking/hikes/little-wenatchee-river
Cady Creek,Central Cascades,5.2,roundtrip,1300.0,4300.0,2.8,5,,,2019-08-16,38,https://www.wta.org/go-hiking/hikes/cady-creek
Buck Creek 2,South Cascades,3.2,roundtrip,,,0.0,0,,,,0,https://www.wta.org/go-hiking/hikes/buck-creek-trail-2
Jarrell Cove State Park - Harstine Island,Olympic Peninsula,1.5,roundtrip,200.0,175.0,3.5,6,47.2303176,-122.8835855,2018-08-11,10,https://www.wta.org/go-hiking/hikes/harstine-island-state-park
French Creek,Central Cascades,14.4,one-way,3200.0,6100.0,0.0,0,47.6294,-120.96530000000001,2019-08-19,29,https://www.wta.org/go-hiking/hikes/french-creek-2
Meadow Creek,Central Cascades,,,,,3.0,4,47.56104193093308,-121.05148315429688,,0,https://www.wta.org/go-hiking/hikes/meadow-creek
Icicle Creek,Central Cascades,4.0,roundtrip,,,3.44,9,47.6123915345,-120.95001676300001,2019-09-07,128,https://www.wta.org/go-hiking/hikes/icicle-creek
Snowall Cradle Lake,Central Cascades,9.1,one-way,2700.0,6100.0,3.0,4,,,2019-08-19,17,https://www.wta.org/go-hiking/hikes/snowall-cradle-lake
West Fork Humptulips River,Olympic Peninsula,17.0,one-way,700.0,1000.0,2.0,5,47.4572166667,-123.73175000000003,2019-08-05,11,https://www.wta.org/go-hiking/hikes/west-fork-humptulips-river
Elk Lakes,Olympic Peninsula,4.9,roundtrip,400.0,1200.0,2.4,5,47.579317,-123.120367,2019-05-27,39,https://www.wta.org/go-hiking/hikes/elk-lake
Jumpoff Joe Lookout,Central Washington,10.0,roundtrip,2531.0,5749.0,4.0,4,46.6216190739,-121.06246948199998,2019-08-12,6,https://www.wta.org/go-hiking/hikes/jumpoff-joe-lookout
